Country;Item Type;Order Date;Order ID;Order Priority Ex;Region;Sales Channel;Ship Date;Total Cost Ch (bin);Total Cost Ch;Total Profit Ch;Total Revenue Ch;Unit Cost Ch;Unit Price Ch;Units Sold
Vatican City;Household;17/03/2017;922564303;Low;Europe;Offline;02/04/2017;2967K;3082580,36;1016587,82;4099168,18;502,54;668,27;6134
Bulgaria;Cereal;17/02/2011;928168189;High;Europe;Offline;15/03/2011;445K;520905,28;394048,32;914953,6;117,11;205,7;4448
Monaco;Vegetables;18/03/2011;346498763;Low;Europe;Online;02/04/2011;445K;503661,27;349677,07;853338,34;90,93;154,06;5539
Serbia;Beverages;29/11/2016;797316300;High;Europe;Offline;29/11/2016;0K;78394,14;38617,56;117011,7;31,79;47,45;2466
Ireland;Baby Food;18/04/2015;497506701;High;Europe;Online;10/05/2015;297K;341796,48;205523,84;547320,32;159,42;255,28;2144
Andorra;Personal Care;05/06/2010;245556294;Critical;Europe;Online;25/06/2010;148K;250424,73;110740,14;361164,87;56,67;81,73;4419
Latvia;Personal Care;27/01/2014;716411006;Low;Europe;Online;17/02/2014;0K;44882,64;19847,52;64730,16;56,67;81,73;792
Liechtenstein;Office Supplies;01/11/2015;186597907;Medium;Europe;Online;15/12/2015;3709K;3843757,12;924402,5;4768159,62;524,96;651,21;7322
Armenia;Vegetables;15/05/2016;848737466;Low;Europe;Online;31/05/2016;742K;830372,76;576503,16;1406875,92;90,93;154,06;9132
France;Office Supplies;27/10/2013;130754315;High;Europe;Online;02/11/2013;890K;1029971,52;247702,5;1277674,02;524,96;651,21;1962
Netherlands;Office Supplies;02/02/2011;719293630;Medium;Europe;Offline;25/02/2011;1929K;2007447,04;482780;2490227,04;524,96;651,21;3824
Kosovo;Office Supplies;07/05/2011;616775310;Critical;Europe;Offline;24/05/2011;3264K;3346620;804843,75;4151463,75;524,96;651,21;6375
Finland;Fruits;20/09/2010;591287887;Low;Europe;Offline;02/10/2010;0K;28233,6;9832,8;38066,4;6,92;9,33;4080
Italy;Clothes;18/04/2010;334539973;Medium;Europe;Online;11/05/2010;148K;238945,28;489624,48;728569,76;35,84;109,28;6667
Belarus;Snacks;16/01/2016;403665006;Critical;Europe;Offline;19/02/2016;148K;224112;126822;350934;97,44;152,58;2300
Poland;Cosmetics;13/04/2011;892042911;High;Europe;Offline;12/05/2011;1039K;1099402,75;725907,25;1825310;263,33;437,2;4175
United Kingdom;Household;30/07/2016;394356667;Critical;Europe;Online;04/08/2016;3858K;3897700,24;1285401,88;5183102,12;502,54;668,27;7756
Norway;Fruits;29/04/2012;752792918;Medium;Europe;Offline;12/05/2012;0K;48495,36;16889,28;65384,64;6,92;9,33;7008
Bosnia and Herzegovina;Vegetables;02/03/2012;760619390;Critical;Europe;Online;16/04/2012;148K;275972,55;191599,55;467572,1;90,93;154,06;3035
Ukraine;Beverages;19/02/2014;343889510;Medium;Europe;Online;02/04/2014;0K;108181,37;53290,98;161472,35;31,79;47,45;3403
Malta;Baby Food;25/06/2012;398104035;Low;Europe;Offline;12/08/2012;1039K;1065882,12;640919,96;1706802,08;159,42;255,28;6686
Slovenia;Meat;25/09/2014;631460940;Medium;Europe;Offline;05/10/2014;742K;795024,2;124696;919720,2;364,69;421,89;2180
Moldova;Snacks;01/05/2010;489848029;Medium;Europe;Offline;20/05/2010;445K;562423,68;318268,08;880691,76;97,44;152,58;5772
Vatican City;Office Supplies;27/11/2016;797788369;Low;Europe;Online;28/11/2016;1039K;1134963,52;272952,5;1407916,02;524,96;651,21;2162
United Kingdom;Personal Care;05/06/2013;430687510;Critical;Europe;Online;10/06/2013;445K;502096,2;222031,6;724127,8;56,67;81,73;8860
Portugal;Personal Care;11/02/2015;667054498;High;Europe;Online;12/02/2015;148K;289243,68;127906,24;417149,92;56,67;81,73;5104
Denmark;Cereal;14/09/2014;666921460;High;Europe;Online;10/10/2014;593K;671625,85;508063,65;1179689,5;117,11;205,7;5735
Austria;Office Supplies;12/03/2014;861252868;Low;Europe;Online;28/03/2014;1335K;1426316,32;343021,25;1769337,57;524,96;651,21;2717
Vatican City;Baby Food;24/05/2017;126948583;Critical;Europe;Online;09/07/2017;890K;918578,04;552345,32;1470923,36;159,42;255,28;5762
Estonia;Clothes;08/06/2013;353191840;High;Europe;Offline;09/07/2013;148K;221096,96;453051,36;674148,32;35,84;109,28;6169
Belgium;Vegetables;09/05/2017;259032571;Low;Europe;Online;13/05/2017;148K;213594,57;148292,37;361886,94;90,93;154,06;2349
Georgia;Meat;03/08/2014;517514264;Low;Europe;Offline;04/09/2014;890K;1030613,94;161647,2;1192261,14;364,69;421,89;2826
United Kingdom;Cosmetics;02/03/2016;624940383;High;Europe;Offline;30/03/2016;593K;685184,66;452409,74;1137594,4;263,33;437,2;2602
Malta;Cosmetics;21/10/2011;567751824;Critical;Europe;Online;21/11/2011;2374K;2432115,88;1605863,32;4037979,2;263,33;437,2;9236
Spain;Fruits;06/12/2012;262177836;High;Europe;Offline;16/01/2013;0K;21472,76;7478,23;28950,99;6,92;9,33;3103
Croatia;Household;25/05/2016;582560193;Low;Europe;Online;28/05/2016;593K;684459,48;225724,26;910183,74;502,54;668,27;1362
Kosovo;Vegetables;01/07/2014;139949357;High;Europe;Online;14/07/2014;148K;270971,4;188127,4;459098,8;90,93;154,06;2980
Albania;Clothes;09/03/2015;470503079;High;Europe;Offline;21/03/2015;0K;42004,48;86071,68;128076,16;35,84;109,28;1172
Austria;Beverages;10/05/2015;413951814;Critical;Europe;Offline;31/05/2015;148K;203297,05;100145,7;303442,75;31,79;47,45;6395
Germany;Office Supplies;19/08/2010;433734500;Low;Europe;Offline;08/09/2010;148K;279278,72;67165;346443,72;524,96;651,21;532
Ukraine;Office Supplies;14/11/2012;624348151;Critical;Europe;Online;08/12/2012;3709K;3856881,12;927558,75;4784439,87;524,96;651,21;7347
Poland;Clothes;12/03/2012;109914195;Medium;Europe;Offline;16/04/2012;148K;175902,72;360443,52;536346,24;35,84;109,28;4908
Georgia;Snacks;31/05/2010;947073256;Critical;Europe;Online;12/06/2010;742K;865072,32;489532,92;1354605,24;97,44;152,58;8878
Bosnia and Herzegovina;Personal Care;24/07/2014;409514796;Low;Europe;Online;07/09/2014;148K;191714,61;84777,98;276492,59;56,67;81,73;3383
Latvia;Office Supplies;31/05/2010;182228696;Low;Europe;Online;12/07/2010;2226K;2296700;552343,75;2849043,75;524,96;651,21;4375
Bosnia and Herzegovina;Household;13/02/2013;723893725;Critical;Europe;Online;11/03/2013;2522K;2560441,3;844394,35;3404835,65;502,54;668,27;5095
Norway;Snacks;12/03/2016;392217338;Low;Europe;Offline;15/03/2016;445K;456116,64;258110,34;714226,98;97,44;152,58;4681
Romania;Baby Food;19/02/2015;108407437;Critical;Europe;Offline;27/03/2015;1335K;1438765,5;865136,5;2303902;159,42;255,28;9025
Iceland;Snacks;20/12/2016;358594453;Low;Europe;Offline;02/02/2017;445K;479599,68;271399,08;750998,76;97,44;152,58;4922
Denmark;Snacks;03/06/2013;784397923;Critical;Europe;Offline;15/06/2013;890K;938444,64;531053,34;1469497,98;97,44;152,58;9631
Cyprus;Meat;09/06/2017;111246287;Medium;Europe;Offline;02/07/2017;3264K;3319773,07;520691,6;3840464,67;364,69;421,89;9103
Poland;Vegetables;19/02/2016;777018630;Low;Europe;Online;19/03/2016;445K;539669,55;374676,55;914346,1;90,93;154,06;5935
Moldova;Clothes;01/09/2013;601588857;High;Europe;Offline;10/09/2013;0K;84797,44;173759,04;258556,48;35,84;109,28;2366
Russia;Vegetables;17/03/2014;249039304;Low;Europe;Offline;01/05/2014;445K;465470,67;323162,47;788633,14;90,93;154,06;5119
Denmark;Cereal;30/11/2015;905947482;Critical;Europe;Online;18/01/2016;890K;1036072,17;783755,73;1819827,9;117,11;205,7;8847
Italy;Vegetables;22/07/2011;359893071;High;Europe;Online;06/08/2011;742K;837647,16;581553,56;1419200,72;90,93;154,06;9212
Poland;Cosmetics;20/07/2016;284310567;Medium;Europe;Offline;02/09/2016;593K;703091,1;464232,9;1167324;263,33;437,2;2670
Bosnia and Herzegovina;Vegetables;06/02/2012;942372310;Medium;Europe;Offline;19/02/2012;593K;705889,59;490078,19;1195967,78;90,93;154,06;7763
Macedonia;Meat;16/03/2015;604124295;Critical;Europe;Online;02/04/2015;890K;969710,71;152094,8;1121805,51;364,69;421,89;2659
Kosovo;Fruits;07/03/2015;720229613;Critical;Europe;Online;11/03/2015;0K;5556,76;1935,23;7491,99;6,92;9,33;803
Austria;Personal Care;31/07/2014;967258059;Medium;Europe;Online;08/08/2014;0K;113850,03;50345,54;164195,57;56,67;81,73;2009
Poland;Cereal;10/06/2011;520390880;Medium;Europe;Offline;24/07/2011;445K;477808,8;361447,2;839256;117,11;205,7;4080
Bosnia and Herzegovina;Fruits;15/10/2016;623821580;Low;Europe;Offline;31/10/2016;0K;10539,16;3670,43;14209,59;6,92;9,33;1523
Bulgaria;Meat;20/07/2010;273662412;Critical;Europe;Online;23/07/2010;593K;599550,36;94036,8;693587,16;364,69;421,89;1644
Kosovo;Vegetables;08/03/2017;941061675;Medium;Europe;Offline;20/03/2017;890K;901752,81;626060,21;1527813,02;90,93;154,06;9917
Moldova;Meat;07/12/2013;421456849;Medium;Europe;Online;10/12/2013;2522K;2662966,38;417674,4;3080640,78;364,69;421,89;7302
Andorra;Cosmetics;10/04/2012;291160714;High;Europe;Online;26/05/2012;2522K;2575367,4;1700448,6;4275816;263,33;437,2;9780
Georgia;Fruits;21/01/2014;724085128;Medium;Europe;Offline;10/02/2014;0K;12006,2;4181,35;16187,55;6,92;9,33;1735
Luxembourg;Vegetables;30/09/2014;742569196;Medium;Europe;Online;17/11/2014;0K;143760,33;99808,53;243568,86;90,93;154,06;1581
Poland;Household;29/07/2016;760346877;Medium;Europe;Online;06/08/2016;1187K;1202075,68;396426,16;1598501,84;502,54;668,27;2392
Moldova;Cosmetics;05/11/2015;260630738;Medium;Europe;Online;19/12/2015;1335K;1390909,06;918381,34;2309290,4;263,33;437,2;5282
Spain;Meat;02/04/2013;462561166;High;Europe;Online;02/05/2013;297K;358490,27;56227,6;414717,87;364,69;421,89;983
Netherlands;Personal Care;02/10/2014;353475940;High;Europe;Offline;04/10/2014;0K;13600,8;6014,4;19615,2;56,67;81,73;240
Armenia;Beverages;05/06/2011;432031619;High;Europe;Online;29/06/2011;148K;210195,48;103543,92;313739,4;31,79;47,45;6612
Armenia;Household;19/02/2012;104165685;Low;Europe;Online;06/03/2012;1780K;1907641,84;629111,08;2536752,92;502,54;668,27;3796
Ukraine;Personal Care;26/02/2011;762117564;Medium;Europe;Online;28/03/2011;297K;361441,26;159832,68;521273,94;56,67;81,73;6378
Finland;Snacks;10/03/2013;918364179;High;Europe;Offline;11/04/2013;297K;314049,12;177716,22;491765,34;97,44;152,58;3223
Georgia;Meat;18/04/2011;913729751;Medium;Europe;Online;09/05/2011;593K;653889,17;102559,6;756448,77;364,69;421,89;1793
Armenia;Snacks;28/02/2011;196346127;High;Europe;Online;12/04/2011;148K;198485,28;112320,18;310805,46;97,44;152,58;2037
Cyprus;Personal Care;21/12/2014;553107821;Medium;Europe;Online;13/01/2015;297K;325909,17;144120,06;470029,23;56,67;81,73;5751
San Marino;Cereal;08/05/2014;591774117;Medium;Europe;Online;30/05/2014;890K;933015,37;705796,53;1638811,9;117,11;205,7;7967
Cyprus;Personal Care;02/06/2015;627432048;Critical;Europe;Online;23/06/2015;445K;563356,47;249121,46;812477,93;56,67;81,73;9941
Germany;Meat;14/01/2017;615290009;Medium;Europe;Offline;18/01/2017;2374K;2495208,98;391362,4;2886571,38;364,69;421,89;6842
Italy;Beverages;13/08/2015;897317206;High;Europe;Online;01/09/2015;148K;157583,03;77626,62;235209,65;31,79;47,45;4957
Montenegro;Personal Care;14/11/2016;594699656;Low;Europe;Offline;30/12/2016;148K;209622,33;92696,94;302319,27;56,67;81,73;3699
Ukraine;Cosmetics;28/06/2017;574925124;Medium;Europe;Offline;13/07/2017;445K;520076,75;343393,25;863470;263,33;437,2;1975
Ukraine;Beverages;19/03/2015;946421372;Medium;Europe;Offline;21/03/2015;148K;189818,09;93505,86;283323,95;31,79;47,45;5971
Armenia;Clothes;21/02/2017;885998284;Critical;Europe;Offline;28/02/2017;148K;194826,24;399219,84;594046,08;35,84;109,28;5436
Hungary;Household;17/07/2016;954065883;Low;Europe;Offline;01/09/2016;4006K;4096203,54;1350865,23;5447068,77;502,54;668,27;8151
Malta;Beverages;07/06/2015;994406735;Medium;Europe;Online;30/06/2015;148K;187751,74;92487,96;280239,7;31,79;47,45;5906
Austria;Personal Care;09/07/2017;132069671;Medium;Europe;Online;20/07/2017;0K;68287,35;30197,3;98484,65;56,67;81,73;1205
Belarus;Household;30/11/2013;990455090;Medium;Europe;Online;14/12/2013;3264K;3279576,04;1081553,98;4361130,02;502,54;668,27;6526
Norway;Cereal;06/06/2015;445952498;Critical;Europe;Offline;07/07/2015;593K;715424,99;541196,31;1256621,3;117,11;205,7;6109
Estonia;Office Supplies;26/04/2016;628055179;Medium;Europe;Offline;13/05/2016;2226K;2277801,44;547798,75;2825600,19;524,96;651,21;4339
Slovenia;Personal Care;06/06/2010;243391644;Critical;Europe;Online;27/06/2010;148K;218236,17;96506,06;314742,23;56,67;81,73;3851
Ukraine;Clothes;11/03/2015;823505389;High;Europe;Online;30/03/2015;0K;86016;176256;262272;35,84;109,28;2400
Ireland;Snacks;30/12/2011;846413600;Low;Europe;Online;31/12/2011;0K;141093,12;79842,72;220935,84;97,44;152,58;1448
Cyprus;Fruits;31/03/2012;850279843;Critical;Europe;Offline;10/04/2012;0K;38447,52;13389,96;51837,48;6,92;9,33;5556
Austria;Office Supplies;25/02/2010;268373954;High;Europe;Online;28/02/2010;3412K;3502533,12;842340;4344873,12;524,96;651,21;6672
Serbia;Cosmetics;25/03/2012;350550401;High;Europe;Online;22/04/2012;1187K;1187091,64;783805,96;1970897,6;263,33;437,2;4508
San Marino;Personal Care;27/05/2010;293178594;Critical;Europe;Online;01/06/2010;297K;391929,72;173314,96;565244,68;56,67;81,73;6916
Georgia;Baby Food;14/07/2013;168960559;High;Europe;Online;19/08/2013;1187K;1281577,38;770618,54;2052195,92;159,42;255,28;8039
Albania;Beverages;11/12/2014;270358788;Medium;Europe;Offline;24/01/2015;0K;128050,12;63078,48;191128,6;31,79;47,45;4028
Italy;Personal Care;09/06/2016;589842927;Medium;Europe;Offline;28/07/2016;297K;367504,95;162514,1;530019,05;56,67;81,73;6485
Poland;Cereal;10/02/2014;655328738;Critical;Europe;Offline;22/03/2014;593K;607918,01;459870,69;1067788,7;117,11;205,7;5191
Albania;Vegetables;07/08/2014;406564366;Medium;Europe;Online;25/08/2014;0K;26005,98;18055,18;44061,16;90,93;154,06;286
Spain;Clothes;16/08/2012;374848639;High;Europe;Online;06/09/2012;148K;175508,48;359635,68;535144,16;35,84;109,28;4897
Slovakia;Fruits;14/08/2012;393858420;Low;Europe;Offline;29/08/2012;0K;2172,88;756,74;2929,62;6,92;9,33;314
Malta;Beverages;21/10/2013;435463559;Critical;Europe;Online;27/10/2013;0K;69906,21;34436,34;104342,55;31,79;47,45;2199
Sweden;Vegetables;07/12/2016;284403264;Critical;Europe;Offline;27/12/2016;0K;9183,93;6376,13;15560,06;90,93;154,06;101
Romania;Personal Care;21/04/2010;917904984;Low;Europe;Online;24/04/2010;297K;415844,46;183890,28;599734,74;56,67;81,73;7338
Switzerland;Vegetables;04/10/2012;670274865;Critical;Europe;Online;13/11/2012;593K;734896,26;510216,66;1245112,92;90,93;154,06;8082
Luxembourg;Cosmetics;30/01/2015;380684268;Medium;Europe;Offline;23/02/2015;445K;471097,37;311053,43;782150,8;263,33;437,2;1789
Romania;Personal Care;30/09/2014;264526593;High;Europe;Offline;07/10/2014;445K;461973,84;204289,12;666262,96;56,67;81,73;8152
Ukraine;Personal Care;17/04/2017;485929429;Critical;Europe;Offline;19/05/2017;297K;349710,57;154645,26;504355,83;56,67;81,73;6171
Serbia;Office Supplies;24/08/2014;209736573;Critical;Europe;Offline;24/09/2014;2374K;2398017,28;576710;2974727,28;524,96;651,21;4568
Belgium;Office Supplies;05/01/2016;233440434;Medium;Europe;Offline;17/02/2016;4748K;4759812,32;1144708,75;5904521,07;524,96;651,21;9067
Austria;Vegetables;05/05/2011;384483993;Low;Europe;Offline;19/06/2011;445K;564857,16;392163,56;957020,72;90,93;154,06;6212
Belarus;Beverages;15/08/2010;311921012;High;Europe;Online;26/08/2010;0K;102173,06;50331,24;152504,3;31,79;47,45;3214
Switzerland;Baby Food;09/09/2010;128003442;Low;Europe;Online;23/10/2010;1187K;1262287,56;759019,48;2021307,04;159,42;255,28;7918
Italy;Beverages;27/07/2013;981154048;Critical;Europe;Offline;09/08/2013;0K;131642,39;64848,06;196490,45;31,79;47,45;4141
Germany;Personal Care;03/12/2012;287917602;Low;Europe;Online;05/01/2013;0K;4023,57;1779,26;5802,83;56,67;81,73;71
Cyprus;Snacks;04/12/2014;548343789;Low;Europe;Offline;06/12/2014;445K;581424,48;329020,38;910444,86;97,44;152,58;5967
Cyprus;Meat;02/03/2016;498089492;Low;Europe;Online;22/03/2016;1632K;1679032,76;263348,8;1942381,56;364,69;421,89;4604
Moldova;Snacks;01/03/2015;251907765;Critical;Europe;Offline;07/04/2015;297K;385959,84;218409,54;604369,38;97,44;152,58;3961
Malta;Snacks;26/05/2015;339999663;Low;Europe;Online;13/06/2015;148K;225183,84;127428,54;352612,38;97,44;152,58;2311
Russia;Cereal;29/06/2012;958366000;Medium;Europe;Offline;03/08/2012;0K;76238,61;57672,09;133910,7;117,11;205,7;651
Norway;Cereal;04/11/2015;481114327;Medium;Europe;Online;24/11/2015;148K;149432,36;113040,84;262473,2;117,11;205,7;1276
Liechtenstein;Cereal;16/10/2014;194785726;Low;Europe;Offline;13/11/2014;0K;32790,8;24805,2;57596;117,11;205,7;280
Andorra;Beverages;24/04/2016;443544518;Critical;Europe;Online;28/04/2016;0K;112345,86;55342,44;167688,3;31,79;47,45;3534
San Marino;Clothes;30/07/2013;467138516;High;Europe;Online;08/08/2013;148K;197944,32;405609,12;603553,44;35,84;109,28;5523
Bosnia and Herzegovina;Vegetables;27/11/2016;184708344;High;Europe;Online;02/12/2016;742K;741897,87;515077,67;1256975,54;90,93;154,06;8159
Bosnia and Herzegovina;Office Supplies;19/10/2015;640394628;High;Europe;Offline;07/11/2015;2967K;3074165,76;739320;3813485,76;524,96;651,21;5856
Andorra;Vegetables;15/10/2016;403337991;Low;Europe;Offline;24/11/2016;445K;502751,97;349045,77;851797,74;90,93;154,06;5529
Andorra;Vegetables;03/03/2013;967679059;Critical;Europe;Online;19/03/2013;593K;599410,56;416152,96;1015563,52;90,93;154,06;6592
Macedonia;Snacks;11/07/2017;125339686;Low;Europe;Online;24/07/2017;890K;940588,32;532266,42;1472854,74;97,44;152,58;9653
Croatia;Personal Care;29/03/2013;396832883;Medium;Europe;Offline;31/03/2013;0K;29638,41;13106,38;42744,79;56,67;81,73;523
Switzerland;Cosmetics;18/03/2014;209445178;Medium;Europe;Offline;20/04/2014;2077K;2195382,21;1449554,19;3644936,4;263,33;437,2;8337
Switzerland;Clothes;21/05/2011;933963048;Medium;Europe;Offline;24/06/2011;297K;332416;681156;1013572;35,84;109,28;9275
Greece;Cereal;05/05/2015;587598884;High;Europe;Online;13/06/2015;148K;283640,42;214564,98;498205,4;117,11;205,7;2422
Ireland;Personal Care;03/10/2014;941524302;Critical;Europe;Online;09/10/2014;297K;386432,73;170884,14;557316,87;56,67;81,73;6819
Denmark;Cosmetics;22/07/2012;805974042;Medium;Europe;Offline;28/07/2012;1039K;1180771,72;779633,08;1960404,8;263,33;437,2;4484
Estonia;Beverages;19/02/2016;217859160;Low;Europe;Offline;05/03/2016;148K;261377,38;128756,52;390133,9;31,79;47,45;8222
Andorra;Vegetables;15/12/2013;727426946;Low;Europe;Offline;03/02/2014;0K;59377,29;41223,89;100601,18;90,93;154,06;653
Belgium;Fruits;04/05/2011;187103450;Medium;Europe;Offline;14/05/2011;0K;47914,08;16686,84;64600,92;6,92;9,33;6924
Romania;Cereal;14/03/2016;572634732;High;Europe;Online;01/04/2016;445K;491510,67;371812,23;863322,9;117,11;205,7;4197
Serbia;Vegetables;31/08/2014;285343968;Critical;Europe;Online;05/09/2014;742K;770722,68;535089,88;1305812,56;90,93;154,06;8476
Slovenia;Vegetables;21/04/2013;886763894;Medium;Europe;Offline;27/05/2013;148K;181587,21;126070,61;307657,82;90,93;154,06;1997
Moldova;Beverages;04/11/2013;436606395;Critical;Europe;Offline;03/12/2013;0K;12366,31;6091,74;18458,05;31,79;47,45;389
Kosovo;Cosmetics;26/09/2010;845738112;Low;Europe;Online;23/10/2010;297K;410004,81;270715,59;680720,4;263,33;437,2;1557
Belarus;Fruits;24/06/2014;669353473;Critical;Europe;Online;07/07/2014;0K;37520,24;13067,02;50587,26;6,92;9,33;5422
Belgium;Cosmetics;29/09/2015;147826898;Medium;Europe;Online;05/11/2015;1039K;1084656,27;716170,53;1800826,8;263,33;437,2;4119
Spain;Cosmetics;02/03/2011;832057130;Critical;Europe;Online;02/04/2011;742K;803156,5;530303,5;1333460;263,33;437,2;3050
Lithuania;Office Supplies;23/08/2011;212106788;High;Europe;Online;26/09/2011;3116K;3132436,32;753333,75;3885770,07;524,96;651,21;5967
Russia;Personal Care;14/09/2014;371814954;Medium;Europe;Online;08/10/2014;297K;405870,54;179479,72;585350,26;56,67;81,73;7162
Ireland;Fruits;19/09/2016;548015487;Low;Europe;Online;09/10/2016;0K;60999,8;21244,15;82243,95;6,92;9,33;8815
Spain;Vegetables;14/04/2011;305569112;Medium;Europe;Offline;03/06/2011;297K;322346,85;223795,85;546142,7;90,93;154,06;3545
Slovakia;Snacks;16/11/2016;536095750;Critical;Europe;Offline;26/12/2016;0K;146160;82710;228870;97,44;152,58;1500
Armenia;Household;09/09/2015;621577537;Low;Europe;Offline;16/09/2015;3709K;3749450,94;1236511,53;4985962,47;502,54;668,27;7461
Bulgaria;Cosmetics;06/05/2017;826968657;High;Europe;Offline;15/06/2017;1780K;1911249,14;1261948,46;3173197,6;263,33;437,2;7258
Montenegro;Household;25/11/2010;546544349;Low;Europe;Offline;12/12/2010;1632K;1745321,42;575580,29;2320901,71;502,54;668,27;3473
Luxembourg;Household;05/09/2016;463591134;Critical;Europe;Offline;01/10/2016;2819K;2901163,42;956759,29;3857922,71;502,54;668,27;5773
Macedonia;Office Supplies;17/12/2015;696839892;Critical;Europe;Offline;02/01/2016;4748K;4863229,44;1169580;6032809,44;524,96;651,21;9264
United Kingdom;Personal Care;22/09/2011;509380948;Medium;Europe;Offline;27/09/2011;297K;339849,99;150284,82;490134,81;56,67;81,73;5997
Russia;Clothes;28/07/2011;221628844;Medium;Europe;Offline;01/09/2011;0K;134579,2;275767,2;410346,4;35,84;109,28;3755
Estonia;Beverages;29/02/2016;650208079;High;Europe;Online;19/03/2016;297K;313926,25;154642,5;468568,75;31,79;47,45;9875
Moldova;Meat;14/06/2010;229105556;Low;Europe;Offline;03/08/2010;2226K;2290253,2;359216;2649469,2;364,69;421,89;6280
Ukraine;Office Supplies;11/03/2016;660481584;Medium;Europe;Offline;20/04/2016;0K;17323,68;4166,25;21489,93;524,96;651,21;33
Kosovo;Office Supplies;03/08/2014;168487203;High;Europe;Offline;21/09/2014;4154K;4179731,52;1005202,5;5184934,02;524,96;651,21;7962
Russia;Meat;20/12/2010;609952628;Medium;Europe;Online;31/01/2011;2671K;2695788,48;422822,4;3118610,88;364,69;421,89;7392
Slovakia;Baby Food;30/05/2012;891808593;High;Europe;Offline;11/06/2012;742K;770795,7;463483,1;1234278,8;159,42;255,28;4835
San Marino;Fruits;10/07/2017;765734040;Low;Europe;Online;04/08/2017;0K;45492,08;15843,34;61335,42;6,92;9,33;6574
San Marino;Cereal;18/05/2012;125349128;Low;Europe;Offline;06/06/2012;148K;286568,17;216779,73;503347,9;117,11;205,7;2447
Netherlands;Vegetables;12/03/2017;688698422;High;Europe;Offline;01/04/2017;0K;2000,46;1388,86;3389,32;90,93;154,06;22
France;Household;16/06/2011;367328155;Low;Europe;Online;30/07/2011;4599K;4733424,26;1561010,87;6294435,13;502,54;668,27;9419
Belgium;Cereal;14/11/2012;495450627;Low;Europe;Offline;26/12/2012;297K;433892,55;328225,95;762118,5;117,11;205,7;3705
Belarus;Personal Care;24/07/2013;638856971;Medium;Europe;Online;21/08/2013;0K;46979,43;20774,74;67754,17;56,67;81,73;829
Slovakia;Vegetables;01/06/2016;936664998;Medium;Europe;Offline;05/07/2016;742K;804093,99;558258,59;1362352,58;90,93;154,06;8843
Belgium;Cosmetics;21/05/2011;695059764;Critical;Europe;Offline;29/06/2011;593K;654375,05;432066,95;1086442;263,33;437,2;2485
Belarus;Beverages;08/03/2010;681713092;High;Europe;Online;22/03/2010;0K;92445,32;45539,28;137984,6;31,79;47,45;2908
Denmark;Beverages;26/09/2010;511155498;High;Europe;Offline;04/11/2010;0K;35795,54;17633,16;53428,7;31,79;47,45;1126
France;Personal Care;16/10/2010;762655293;High;Europe;Online;11/11/2010;297K;311911,68;137930,24;449841,92;56,67;81,73;5504
Romania;Personal Care;14/01/2015;119935786;Low;Europe;Offline;27/01/2015;0K;29411,73;13006,14;42417,87;56,67;81,73;519
Czech Republic;Snacks;31/08/2010;755605590;Medium;Europe;Online;11/09/2010;890K;910089,6;515007,6;1425097,2;97,44;152,58;9340
Moldova;Meat;13/06/2010;907047402;Medium;Europe;Online;01/08/2010;1484K;1582025,22;248133,6;1830158,82;364,69;421,89;4338
Norway;Fruits;12/08/2013;638937652;Low;Europe;Offline;06/09/2013;0K;32558,6;11339,05;43897,65;6,92;9,33;4705
France;Cereal;26/02/2016;449206340;High;Europe;Offline;03/04/2016;1039K;1053170,23;796689,87;1849860,1;117,11;205,7;8993
Romania;Beverages;10/07/2010;864071118;Low;Europe;Online;18/07/2010;148K;212993;104922;317915;31,79;47,45;6700
Russia;Office Supplies;16/12/2010;253211104;Critical;Europe;Online;27/12/2010;5044K;5064814,08;1218060;6282874,08;524,96;651,21;9648
Belgium;Fruits;10/11/2013;609939754;Medium;Europe;Online;30/11/2013;0K;24787,44;8632,62;33420,06;6,92;9,33;3582
Lithuania;Cereal;06/02/2014;907691991;Medium;Europe;Offline;09/03/2014;593K;595621,46;450568,74;1046190,2;117,11;205,7;5086
Georgia;Fruits;28/01/2017;460693061;Critical;Europe;Offline;25/02/2017;0K;56529,48;19687,29;76216,77;6,92;9,33;8169
Switzerland;Office Supplies;05/04/2013;424541604;High;Europe;Offline;17/05/2013;0K;78744;18937,5;97681,5;524,96;651,21;150
Czech Republic;Household;25/08/2014;571161448;Low;Europe;Online;30/09/2014;4006K;4130878,8;1362300,6;5493179,4;502,54;668,27;8220
Netherlands;Beverages;04/02/2011;985039174;High;Europe;Online;10/03/2011;0K;121946,44;60071,76;182018,2;31,79;47,45;3836
Romania;Clothes;16/11/2015;522323358;High;Europe;Online;20/11/2015;148K;213032,96;436527,36;649560,32;35,84;109,28;5944
Latvia;Vegetables;05/10/2016;486461150;Medium;Europe;Offline;13/11/2016;297K;319982,67;222154,47;542137,14;90,93;154,06;3519
Slovenia;Cosmetics;24/01/2017;949912965;Medium;Europe;Online;06/03/2017;2374K;2425269,3;1601342,7;4026612;263,33;437,2;9210
France;Fruits;20/04/2013;103499639;Low;Europe;Online;06/06/2013;0K;46350,16;16142,18;62492,34;6,92;9,33;6698
Slovakia;Personal Care;23/12/2016;877687728;Critical;Europe;Offline;07/02/2017;297K;348973,86;154319,48;503293,34;56,67;81,73;6158
Andorra;Baby Food;07/03/2013;380733191;Critical;Europe;Offline;13/04/2013;890K;999085,14;600754,62;1599839,76;159,42;255,28;6267
